,title,content
2636,福楼拜家的星期天,屠格涅夫仰坐在一个沙发上，用一种轻轻并有点犹豫的声调慢慢地讲着;但是不管什么事情一经他的嘴讲出，就都带上非凡的魅力和极大的趣味。
2637,福楼拜家的星期天,福楼拜转动着蓝色的大眼睛盯着朋友这张白��的脸，十分钦佩地听着。
2638,福楼拜家的星期天,当他回答时，他的嗓音特别洪亮，仿佛在他那古高卢斗士式的大胡须下面吹响一把军号。
2639,福楼拜家的星期天,他们的谈话很少涉及日常琐事，总是围绕着文学史方面的事件。
2640,福楼拜家的星期天,屠格涅夫也常常带来一些外文书籍，并非常流利地翻译一些歌德和普希金的诗句。
2641,福楼拜家的星期天,过了一会儿，都德也来了。
2642,福楼拜家的星期天,他一来就谈起巴黎的事情，讲叙着这个贪图享受、寻欢作乐并十分活跃和愉快的巴黎。
2643,福楼拜家的星期天,他只用几句话，就勾画出某人滑稽的轮廓。
2644,福楼拜家的星期天,他用他那独特的、具有南方风味和吸引人的讽刺口吻谈论着一切事物和一切人……他的头很小却很漂亮，乌木色的浓密卷发从头上一直披到肩上，和卷曲的胡须连成一片;他习惯用手捋着自己的胡子尖。
2645,福楼拜家的星期天,他的眼睛像切开的长缝，眯缝着，但却从中射出一道墨一样的黑光。
2646,福楼拜家的星期天,也许是由于过度近视，他的眼光有时很模糊;讲话时调子有些像唱歌。
2647,福楼拜家的星期天,他举止活跃，手势生动，具有一切南方人的特征。
2648,福楼拜家的星期天,接着来的是左拉。
2649,福楼拜家的星期天,他爬了六层楼的楼梯累得呼呼直喘。
2650,福楼拜家的星期天,一进来就歪在一把沙发上，并开始用眼光从大家的脸上寻找谈话的气氛和观察每人的精神状态。
2651,福楼拜家的星期天,他很少讲话，总是歪坐着，压着一条腿，用手抓着自己的脚踝，很细心地听大家讲。
2652,福楼拜家的星期天,当一种文学热潮或一种艺术的陶醉使谈话者激动了起来，并把他们卷入一些富于想象的人所喜爱的却又是极端荒谬、忘乎所以的学说中时，他还变得忧虑起来，晃动一下大腿，不时在发出几声：“可是……可是……”
2653,福楼拜家的星期天,然而却被别人的大笑声所淹没。
2654,福楼拜家的星期天,过了一会儿，当福楼拜的激情冲动过去之后，他就不慌不忙地开始说话，声音总是很平静，句子也很温和。
2655,福楼拜家的星期天,左拉中等身材，微微发胖，一副朴实但很固执的面庞。
2656,福楼拜家的星期天,他的头像古时意大利版画中人物的头颅一样，虽然不漂亮，但表现出他的聪慧和坚强性格。
2657,福楼拜家的星期天,在他那很发达的脑门上竖立着很短的头发，直挺挺的鼻子像是被人很突然地在那长满浓密胡子的嘴上一刀切断了。
2658,福楼拜家的星期天,这张肥胖但很坚毅的脸的下半部都覆盖着修得很短的胡须，黑色的眼睛虽然近视，但透着十分尖锐的探求的目光。
2659,福楼拜家的星期天,他的微笑总使人感到有点嘲讽，他那很特别的唇沟使上唇高高地翘起，又显得十分滑稽可笑。
2660,福楼拜家的星期天,渐渐地，人越来越多，挤满了小客厅。
2661,福楼拜家的星期天,新来的人只好到餐厅里去。
2662,福楼拜家的星期天,这时只见福楼拜做着大幅度的动作(就像他要飞起来似的)，从这个人面前一步跨到那个人面前，带动得他的衣裤鼓起来，像一条渔船上的风帆。
2663,福楼拜家的星期天,他时而激情满怀，时而义愤填膺;有时热烈激动，有时雄辩过人。
2664,福楼拜家的星期天,他激动起来未免逗人发笑，但激动后和蔼可亲的样子又使人心情愉快;尤其是他那惊人的记忆力和超人的博学多识往往使人惊叹不已。
2665,福楼拜家的星期天,他可以用一句很明了很深刻的话结束一场辩论。
2666,福楼拜家的星期天,思想一下子飞跃过纵观几个世纪，并从中找出两个类同的事实或两段类似的格言，再加以比较。
2667,福楼拜家的星期天,于是，就像两块同样的石块碰到一起一样，一束启蒙的火花从他的话语里迸发出来。
2668,福楼拜家的星期天,最后，他的朋友们一个个地陆续走了。
2669,孙权劝学,(1)、《孙权劝学》课文原文初，权谓吕蒙曰：“卿今当涂掌事，不可不学!”
2670,孙权劝学,蒙辞以军中多条。
2671,孙权劝学,权曰：“孤岂欲卿治经为博士邪!但当涉猎，见往事耳。
2672,孙权劝学,卿言多务，孰若孤?孤常读书，自以为大有所益。
2674,孙权劝学,蒙乃始就学。
2675,孙权劝学,及鲁肃过寻阳，与蒙论议，大警曰：“卿今者才略，非复吴下阿蒙!”
2676,孙权劝学,蒙曰：“士别三日，即更刮目相待，大兄何见事之晚乎!”
2677,孙权劝学,肃遂拜蒙母，结友而别。
2678,孙权劝学,(2)、《孙权劝学》原文翻译(3)、《孙权劝学》词句注释1、初：当初，这里是追述往事的习惯用词。
2679,社戏,《社戏》鲁迅我在倒数上去的二十年中，只看过两回中国戏，前十年是绝不看，因为没有看戏的意思和机会，那两回全在后十年，然而都没有看出什么来就走了。
2680,社戏,第一回是民国元年我初到北京的时候，当时一个朋友对我说，北京戏最好，你不去见见世面么?我想，看戏是有味的，而况在北京呢。
2681,社戏,于是都兴致勃勃的跑到什么园，戏文已经开场了，在外面也早听到冬冬地响。
2682,社戏,我们挨进门，几个红的绿的在我的眼前一闪烁，便又看见戏台下满是许多头，再定神四面看，却见中间也还有几个空座，，挤过去要坐时，又有人对我发议论，我因为耳朵已经�诺南熳帕耍�用了心，才听到他是说“有人，不行!”
2683,社戏,我们退到后面，一个辫子很光的却来领我们到了侧面，指出一个地位来。
2684,社戏,这所谓地位者，原来是一条长凳，然而他那坐板比我的上腿要狭到四分之三，他的脚比我的下腿要长过三分之二。
2685,社戏,我先是没有爬上去的勇气，接着便联想到私刑拷打的刑具，不由的毛骨悚然的走出了。
2686,社戏,走了许多路，忽听得我的朋友的声音道，“究竟怎的?”
2687,社戏,我回过脸去，原来他也被我带出来了。
2688,社戏,他很诧异的说，“怎么总是走，不答应?”
2689,社戏,我说，“朋友，对不起，我耳朵只在冬冬���诺南欤�并没有听到你的话。
2691,社戏,后来我每一想到，便很以为奇怪，似乎这戏太不好，——否则便是我近来在戏台下不适于生存了。
2692,社戏,第二回忘记了那一年，总之是募集湖北水灾捐而谭叫天⑵还没有死。
2693,社戏,捐法是两元钱买一张戏票，可以到第一舞台去看戏，扮演的多是名角，其一就是小叫天。
2694,社戏,我买了一张票，本是对于劝募人聊以塞责的，然而似乎又有好事家乘机对我说了些叫天不可不看的大法要了。
2695,社戏,我于是忘了前几年的冬冬���胖�灾，竟到第一舞台去了，但大约一半也因为重价购来的宝票，总得使用了才舒服。
2696,社戏,我打听得叫天出台是迟的，而第一舞台却是新式构造，用不着争座位，便放了心，延宕到九点钟才去，谁料照例，人都满了，连立足也难，我只得挤在远处的人丛中看一个老旦在台上唱。
2697,社戏,那老旦嘴边插着两个点火的纸捻子，旁边有一个鬼卒，我费尽思量，才疑心他或者是目连⑶的母亲，因为后来又出来了一个和尚。
2698,社戏,然而我又不知道那名角是谁，就去问挤小在我的左边的一位胖绅士。
2699,社戏,他很看不起似的斜瞥了我一眼，说道，“龚云甫⑷!”
2700,社戏,我深愧浅陋而且粗疏，脸上一热，同时脑里也制出了决不再问的定章，于是看小旦唱，看花旦唱，看老生唱，看不知什么角色唱，看一大班人乱打，看两三个人互打，从九点多到十点，从十点到十一点，从十一点到十一点半，从十一点半到十二点，——然而叫天竟还没有来。
2701,社戏,我向来没有这样忍耐的等待过什么事物，而况这身边的胖绅士的吁吁的喘气，这台上的冬冬���诺那么颍�红红绿绿的晃荡，加之以十二点，忽而使我省误到在这里不适于生存了。
2702,社戏,我同时便机械的拧转身子，用力往外只一挤，觉得背后便已满满的，大约那弹性的胖绅士早在我的空处胖开了他的右半身了。
2703,社戏,我后无回路，自然挤而又挤2，终于出了大门。
2704,社戏,街上除了专等看客的车辆之外，几乎没有什么行人了，大门口却还有十几个人昂着头看戏目，别有一堆人站着并不看什么，我想：他们大概是看散戏之后出来的女人们的，而叫天却还没有来……然而夜气很清爽，真所谓“沁人心脾”
2705,社戏,，我在北京遇着这样的好空气，仿佛这是第一遭了。
2706,社戏,这一夜，就是我对于中国戏告了别的一夜，此后再没有想到他，即使偶而经过戏园，我们也漠不相关，精神上早已一在天之南一在地之北了。
2707,社戏,但是前几天，我忽在无意之中看到一本日本文的书，可惜忘记了书名和著者，总之是关于中国戏的。
2708,社戏,其中有一篇，大意仿佛说，中国戏是大敲，大叫，大跳，使看客头昏脑眩，很不适于剧场，但若在野外散漫的所在，远远的看起来，也自有他的风致。
2709,社戏,我当时觉着这正是说了在我意中而未曾想到的话，因为我确记得在野外看过很好的戏，到北京以后的连进两回戏园去，也许还是受了那时的影响哩。
2710,社戏,可惜我不知道怎么一来，竟将书名忘却了。
2711,社戏,至于我看好戏的时候，却实在已经是“远哉遥遥”
2712,社戏,的了，其时恐怕我还不过十一二岁。
2713,社戏,我们鲁镇的习惯，本来是凡有出嫁的女儿，倘自己还未当家，夏间便大抵回到母家去消夏。
2714,社戏,那时我的祖母虽然还康建，但母亲也已分担了些家务，所以夏期便不能多日的归省了，只得在扫墓完毕之后，抽空去住几天，这时我便每年跟了我的母亲住在外祖母的家里。
2715,社戏,那地方叫平桥村，是一个离海边不远，极偏僻的，临河的小村庄;住户不满三十家，都种田，打鱼，只有一家很小的杂货店。
2716,社戏,但在我是乐土：因为我在这里不但得到优待，又可以免念“秩秩斯干幽幽南山”
2717,社戏,⑸了。
2718,社戏,和我一同玩的是许多小朋友，因为有了远客，他们也都从父母那里得了减少工作的许可，伴我来游戏。
2719,社戏,在小村里，一家的客，几乎也就是公共的。
2720,社戏,我们年纪都相仿，但论起行辈来，却至少是叔子，有几个还是太公，因为他们合村都同姓，是本家。
2721,社戏,然而我们是朋友，即使偶而吵闹起来，打了太公，一村的老老少少，也决没有一个会想出“犯上”
2722,社戏,这两个字来，而他们也百分之九十九不识字。
2723,社戏,我们每天的事情大概是掘蚯蚓，掘来穿在铜丝做的小钩上，伏在河沿上去钓虾。
2724,社戏,虾是水世界里的呆子，决不惮用了自己的两个钳捧着钩尖送到嘴里去的，所以不半天便可以钓到一大碗。
2725,社戏,这虾照例是归我吃的。
2726,社戏,其次便是一同去放牛，但或者因为高等动物了的缘故罢，黄牛水牛都欺生，敢于欺侮我，因此我也总不敢走近身，只好远远地跟着，站着。
2727,社戏,这时候，小朋友们便不再原谅我会读“秩秩斯干”
2728,社戏,，却全都嘲笑起来了。
2729,社戏,至于我在那里所第一盼望的，却在到赵庄去看戏。
2730,社戏,赵庄是离平桥村五里的较大的村庄;平桥村太小，自己演不起戏，每年总付给赵庄多少钱，算作合做的。
2731,社戏,当时我并不想到他们为什么年年要演戏。
2732,社戏,现在想，那或者是春赛，是社戏⑹了。
2733,社戏,就在我十一二岁时候的这一年，这日期也看看等到了。
2734,社戏,不料这一年真可惜，在早上就叫不到船。
2735,社戏,平桥村只有一只早出晚归的航船是大船，决没有留用的道理。
2736,社戏,其余的都是小船，不合用;央人到邻村去问，也没有，早都给别人定下了。
2737,社戏,外祖母很气恼，怪家里的人不早定，絮叨起来。
2738,社戏,母亲便宽慰伊，说我们鲁镇的戏比小村里的好得多，一年看几回，今天就算了。
2739,社戏,只有我急得要哭，母亲却竭力的嘱咐我，说万不能装模装样，怕又招外祖母生气，又不准和别人一同去，说是怕外祖母要担心。
2740,社戏,总之，是完了。
2741,社戏,到下午，我的朋友都去了，戏已经开场了，我似乎听到锣鼓的声音，而且知道他们在戏台下买豆浆喝。
2742,社戏,这一天我不钓虾，东西也少吃。
2743,社戏,母亲很为难，没有法子想。
2744,社戏,到晚饭时候，外祖母也终于觉察了，并且说我应当不高兴，他们太怠慢，是待客的礼数里从来没有的。
2745,社戏,吃饭之后，看过戏的少年们也都聚拢来了，高高兴兴的来讲戏。
2746,社戏,只有我不开口;他们都叹息而且表同情。
2747,社戏,忽然间，一个最聪明的双喜大悟似的提议了，他说，“大船?八叔的航船不是回来了么?”
2748,社戏,十几个别的少年也大悟，立刻撺掇起来，说可以坐了这航船和我一同去。
2749,社戏,我高兴了。
2750,社戏,然而外祖母又怕都是孩子，不可靠;母亲又说是若叫大人一同去，他们白天全有工作，要他熬夜，是不合情理的。
2751,社戏,在这迟疑之中，双喜可又看出底细来了，便又大声的说道，“我写包票!船又大;迅哥儿向来不乱跑;我们又都是识水性的!”
2752,社戏,诚然!这十多个少年，委实没有一个不会凫水的，而且两三个还是弄潮的好手。
2753,社戏,外祖母和母亲也相信，便不再驳回，都微笑了。
2754,社戏,我们立刻一哄的出了门。
2755,社戏,我的很重的心忽而轻松了，身体也似乎舒展到说不出的大。
2756,社戏,一出门，便望见月下的平桥内泊着一只白篷的航船，大家跳下船，双喜拔前篙，阿发拔后篙，年幼的都陪我坐在舱中，较大的聚在船尾。
2757,社戏,母亲送出来吩咐“要小心”
2758,社戏,的时候，我们已经点开船，在桥石上一磕，退后几尺，即又上前出了桥。
2759,社戏,于是架起两支橹，一支两人，一里一换，有说笑的，有嚷的，夹着潺潺的船头激水的声音，在左右都是碧绿的豆麦田地的河流中，飞一般径向赵庄前进了。
2760,社戏,两岸的豆麦和河底的水草所发散出来的清香，夹杂在水气中扑面的吹来;月色便朦胧在这水气里。
2761,社戏,淡黑的起伏的连山，仿佛是踊跃的铁的兽脊似的，都远远的向船尾跑去了，但我却还以为船慢。
2762,社戏,他们换了四回手，渐望见依稀的赵庄，而且似乎听到歌吹了，还有几点火，料想便是戏台，但或者也许是渔火。
2763,社戏,那声音大概是横笛，宛转，悠扬，使我的心也沉静，然而又自失起来，觉得要和他弥散在含着豆麦蕴藻之香的夜气里。
2764,社戏,那火接近了，果然是渔火;我才记得先前望见的也不是赵庄。
2765,社戏,那是正对船头的一丛松柏林，我去年也曾经去游玩过，还看见破的石马倒在地下，一个石羊蹲在草里呢。
2766,社戏,过了那林，船便弯进了叉港，于是赵庄便真在眼前了。
2767,社戏,最惹眼的是屹立在庄外临河的空地上的一座戏台，模胡在远处的月夜中，和空间几乎分不出界限，我疑心画上见过的仙境，就在这里出现了。
2768,社戏,这时船走得更快，不多时，在台上显出人物来，红红绿绿的动，近台的河里一望乌黑的是看戏的人家的船篷。
2769,社戏,“近台没有什么空了，我们远远的看罢。
2771,社戏,阿发说。
2772,社戏,这时船慢了，不久就到，果然近不得台旁，大家只能下了篙，比那正对戏台的神棚还要远。
2773,社戏,其实我们这白篷的航船，本也不愿意和乌篷的船在一处，而况没有空地呢……在停船的匆忙中，看见台上有一个黑的长胡子的背上插着四张旗，捏着长枪，和一群赤膊的人正打仗。
2774,社戏,双喜说，那就是有名的铁头老生，能连翻八十四个筋斗，他日里亲自数过的。
2775,社戏,我们便都挤在船头上看打仗，但那铁头老生却又并不翻筋斗，只有几个赤膊的人翻，翻了一阵，都进去了，接着走出一个小旦来，咿咿呀呀的唱。
2776,社戏,双喜说，“晚上看客少，铁头老生也懈了，谁肯显本领给白地看呢?”
2777,社戏,我相信这话对，因为其时台下已经不很有人，乡下人为了明天的工作，熬不得夜，早都睡觉去了，疏疏朗朗的站着的不过是几十个本村和邻村的闲汉。
2778,社戏,乌篷船里的那些土财主的家眷固然在，然而他们也不在乎看戏，多半是专到戏台下来吃糕饼水果和瓜子的。
2779,社戏,所以简直可以算白地。
2780,社戏,然而我的意思却也并不在乎看翻筋斗。
2781,社戏,我最愿意看的是一个人蒙了白布，两手在头上捧着一支棒似的蛇头的蛇精，其次是套了黄布衣跳老虎。
2782,社戏,但是等了许多时都不见，小旦虽然进去了，立刻又出来了一个很老的小生。
2783,社戏,我有些疲倦了，托桂生买豆浆去。
2784,社戏,他去了一刻，回来说，“没有。
2785,社戏,卖豆浆的聋子也回去了。
2786,社戏,日里倒有，我还喝了两碗呢。
2787,社戏,现在去舀一瓢水来给你喝罢。
2789,社戏,我不喝水，支撑着仍然看，也说不出见了些什么，只觉得戏子的脸都渐渐的有些稀奇了，那五官渐不明显，似乎融成一片的再没有什么高低。
2790,社戏,年纪小的几个多打呵欠了，大的也各管自己谈话。
2791,社戏,忽而一个红衫的小丑被绑在台柱子上，给一个花白胡子的用马鞭打起来了，大家才又振作精神的笑着看。
2792,社戏,在这一夜里，我以为这实在要算是最好的一折。
2793,社戏,然而老旦终于出台了。
2794,社戏,老旦本来是我所最怕的东西，尤其是怕他坐下了唱。
2795,社戏,这时候，看见大家也都很扫兴，才知道他们的意见是和我一致的。
2796,社戏,那老旦当初还只是踱来踱去的唱，后来竟在中间的一把交椅上坐下了。
2797,社戏,我很担心;双喜他们却就破口喃喃的骂。
2798,社戏,我忍耐的等着，许多工夫，只见那老旦将手一抬，我以为就要站起来了，不料他却又慢慢的放下在原地方，仍旧唱。
2799,社戏,全船里几个人不住的吁气，其余的也打起哈欠来。
2800,社戏,双喜终于熬不住了，说道，怕他会唱到天明还不完，还是我们走的好罢。
2801,社戏,大家立刻都赞成，和开船时候一样踊跃，三四人径奔船尾，拔了篙，点退几丈，回转船头，驾起橹，骂着老旦，又向那松柏林前进了。
2802,社戏,月还没有落，仿佛看戏也并不很久似的，而一离赵庄，月光又显得格外的皎洁。
2803,社戏,回望戏台在灯火光中，却又如初来未到时候一般，又漂渺得像一座仙山楼阁，满被红霞罩着了。
2804,社戏,吹到耳边来的又是横笛，很悠扬;我疑心老旦已经进去了，但也不好意思说再回去看。
2805,社戏,不多久，松柏林早在船后了，船行也并不慢，但周围的黑暗只是浓，可知已经到了深夜。
2806,社戏,他们一面议论着戏子，或骂，或笑，一面加紧的摇船。
2807,社戏,这一次船头的激水声更其响亮了，那航船，就像一条大白鱼背着一群孩子在浪花里蹿，连夜渔的几个老渔父，也停了艇子看着喝采起来。
2808,社戏,离平桥村还有一里模样，船行却慢了，摇船的都说很疲乏，因为太用力，而且许久没有东西吃。
2809,社戏,这回想出来的是桂生，说是罗汉豆⑺正旺相，柴火又现成，我们可以偷一点来煮吃。
2810,社戏,大家都赞成，立刻近岸停了船;岸上的田里，乌油油的都是结实的罗汉豆。
2811,社戏,“阿阿，阿发，这边是你家的，这边是老六一家的，我们偷那一边的呢?”
2812,社戏,双喜先跳下去了，在岸上说。
2813,社戏,我们也都跳上岸。
2814,社戏,阿发一面跳，一面说道，“且慢，让我来看一看罢，”
2815,社戏,他于是往来的摸了一回，直起身来说道，“偷我们的罢，我们的大得多呢。
2817,社戏,一声答应，大家便散开在阿发家的豆田里，各摘了一大捧，抛入船舱中。
2818,社戏,双喜以为再多偷，倘给阿发的娘知道是要哭骂的，于是各人便到六一公公的田里又各偷了一大捧。
2819,社戏,我们中间几个年长的仍然慢慢的摇着船，几个到后舱去生火，年幼的和我都剥豆。
2820,社戏,不久豆熟了，便任凭航船浮在水面上，都围起来用手撮着吃。
2821,社戏,吃完豆，又开船，一面洗器具，豆荚豆壳全抛在河水里，什么痕迹也没有了。
2822,社戏,双喜所虑的是用了八公公船上的盐和柴，这老头子很细心，一定要知道，会骂的。
2823,社戏,然而大家议论之后，归结是不怕。
2824,社戏,他如果骂，我们便要他归还去年在岸边拾去的一枝枯桕树，而且当面叫他“八癞子”
2826,社戏,“都回来了!那里会错。
2827,社戏,我原说过写包票的!”
2828,社戏,双喜在船头上忽而大声的说。
2829,社戏,我向船头一望，前面已经是平桥。
2830,社戏,桥脚上站着一个人，却是我的母亲，双喜便是对伊说着话。
2831,社戏,我走出前舱去，船也就进了平桥了，停了船，我们纷纷都上岸。
2832,社戏,母亲颇有些生气，说是过了三更了，怎么回来得这样迟，但也就高兴了，笑着邀大家去吃炒米。
2833,社戏,大家都说已经吃了点心，又渴睡，不如及早睡的好，各自回去了。
2834,社戏,第二天，我向午才起来，并没有听到什么关系八公公盐柴事件的纠葛，下午仍然去钓虾。
2835,社戏,“双喜，你们这班小鬼，昨天偷了我的豆了罢?又不肯好好的摘，蹋坏了不少。
2837,社戏,我抬头看时，是六一公公棹着小船，卖了豆回来了，船肚里还有剩下的一堆豆。
2838,社戏,“是的。
2839,社戏,我们请客。
2840,社戏,我们当初还不要你的呢。
2841,社戏,你看，你把我的虾吓跑了!”
2842,社戏,双喜说。
2843,社戏,六一公公看见我，便停了楫，笑道，“请客?——这是应该的。
2845,社戏,于是对我说，“迅哥儿，昨天的戏可好么?”
2846,社戏,我点一点头，说道，“好。
2848,社戏,“豆可中吃呢?”
2849,社戏,我又点一点头，说道，“很好。
2851,社戏,不料六一公公竟非常感激起来，将大拇指一翘，得意的说道，“这真是大市镇里出来的读过书的人才识货!我的豆种是粒粒挑选过的，乡下人不识好歹，还说我的豆比不上别人的呢。
2852,社戏,我今天也要送些给我们的姑奶奶尝尝去……”
2853,社戏,他于是打着楫子过去了。
2854,社戏,待到母亲叫我回去吃晚饭的时候，桌上便有一大碗煮熟了的罗汉豆，就是六一公公送给母亲和我吃的。
2855,社戏,听说他还对母亲极口夸奖我，说“小小年纪便有见识，将来一定要中状元。
2856,社戏,姑奶奶，你的福气是可以写包票的了。
2858,社戏,但我吃了豆，却并没有昨夜的豆那么好。
2859,社戏,真的，一直到现在，我实在再没有吃到那夜似的好豆，——也不再看到那夜似的好戏了。
2860,社戏,一九二二年十月。
2861,社戏,□注释⑴本篇最初发表于一九二二年十二月上海《小说月报》第十三卷第十二号。
2862,社戏,⑵谭叫天(1847—1917)：即谭鑫培，又称小叫天，当时的京剧演员，擅长老生戏。
2863,社戏,⑶目连：释迦牟尼的弟子。
2864,社戏,据《盂兰盆经》说，目连的母亲因生前违犯佛教戒律，堕入地狱，他曾入地狱救母。
2865,社戏,《目连救母》一剧，旧时在民间很流行。
2866,社戏,⑷龚云甫(1862—1932)：当时的京剧眼员，擅长老旦戏。
2867,社戏,⑸“秩秩斯干幽幽南山”
2868,社戏,：语见《诗经沸⊙欧斯干》。
2869,社戏,据汉代郑玄注：“秩秩，流行也;干，涧也;幽幽，深远也。
2871,社戏,⑹社戏：“社”
2872,社戏,原指土地神或土地庙。
2873,社戏,在绍兴，社是一种区域名称，社戏就是社中每年所演的“年规戏”
2875,社戏,⑺罗汉豆：即蚕豆。
2876,竹影,《竹影》吃过晚饭后，天气还是闷热。
2877,竹影,窗子完全打开了，房间里还坐不牢。
2878,竹影,太阳虽已落山，天还没有黑。
2879,竹影,一种幽暗的光弥漫在窗际，仿佛电影中的一幕。
2880,竹影,我和弟弟就搬了藤椅子，到屋后的院子里去乘凉。
2881,竹影,天空好像一盏乏了油的灯，红光渐渐地减弱，我把眼睛守定西天看了一会儿，看见那光一跳一跳地沉下去，非常微细，但又非常迅速而不可挽救。
2882,竹影,正在看得出神，似觉眼梢头另有一种微光，渐渐地在那里强起来。
2883,竹影,回头一看，原来月亮己在东天的竹叶中间放出她的清光。
2884,竹影,院子里的光景已由暖色变成寒色，由长音阶〈大音阶〉变成短音阶(小音阶)了。
2885,竹影,门口一个黑影出现，好像一只立起的青蛙，向我们跳将过来。
2886,竹影,来的是弟弟的同学华明。
2887,竹影,“唉，你们惬意得很!这椅子给我坐的?”
2888,竹影,他不待我们回答，一屁股坐在藤椅上，剧烈地摇着他的两脚。
2889,竹影,椅子背所靠的那根竹，跟了他的动作而发抖，上面的竹叶作出萧萧的声音来。
2890,竹影,这引起了三人的注意，大家仰起头来向天空看。
2891,竹影,月亮已经升得很高，隐在一丛竹叶中。
2892,竹影,竹叶的摇动把她切成许多不规则的小块，闪烁地映入我们的眼中。
2893,竹影,大家赞美了一番之后，我说：“我们今晚干些什么呢?”
2894,竹影,弟弟说：“我们谈天吧，我先有一个问题给你们猜：细看月亮光底下的人影，头上出烟气。
2895,竹影,这是什么道理?”
2896,竹影,我和华明都不相信，于是大家走出竹林外，蹲下来看水门汀上的人影。
2897,竹影,我看了好久，果然看见头上有一缕一缕的细烟，好像漫画里所描写的动怒的人。
2898,竹影,“是口里的热气吧?”
2899,竹影,“是头上的汗水在那里蒸发吧?”
2900,竹影,大家蹲在地上争论了一会儿，没有解决。
2901,竹影,华明的注意力却转向了别处，因从身边摸出一枝半寸长的铅笔来，在水门汀热心地描写自己的影。
2902,竹影,描好了，立起来一看，真像一只青蛙，他自己看了也要笑。
2903,竹影,徘徊之间，我们同时发现了映在水门汀上的竹叶的影子，同声地叫起来：“啊!好看啊!中国画!”
2904,竹影,华明就拿半寸长的铅笔去描。
2905,竹影,弟弟手痒起来，连忙跑进屋里去拿铅笔。
2906,竹影,我学他的口头禅喊他：“对起，对起，给我也带一枝来!”
2907,竹影,不久他拿了一把木炭来分送我们，华明就收藏了他那半寸长的法宝，改用木炭来描。
2908,竹影,大家蹲下去，用木炭在水门汀上参参差差地描出许多竹叶来。
2909,竹影,一面谈着：“这一枝很像校长先生房间里的横幅呢!”
2910,竹影,“这一丛很像我家堂前的立轴呢!”
2911,竹影,“这是《芥子园画谱》里的!”
2912,竹影,“这是吴昌硕的!”
2913,竹影,忽然一个大人的声音在我们头上慢慢地响出来：“这是管夫人的!”
2914,竹影,大家吃了一惊，立起身来，看见爸爸反背着手立在水门汀旁的草地上看我们描竹，他明明是来得很久了。
2915,竹影,华明难为情似的站了起来，他拿木炭的手藏在背后，似乎害怕爸爸责备他弄脏了我家的水门汀。
2916,竹影,爸爸似乎很理解他的意思，立刻对着他说道：“谁想出来的?这画法真好玩呢!我也来描几瓣看。
2918,竹影,弟弟连忙拣木炭给他。
2919,竹影,爸爸也蹲在地上描竹叶了，这时候华明方才放心，我们也更加高兴，一边描，一边拿许多话问爸爸爸爸：“管夫人是谁?”
2920,竹影,“她是一位善于画竹的女画家。
2921,竹影,她的丈夫名叫赵子昂，是一位善于画马的男画家。
2922,竹影,他们是元朝人，是中国很有名的两大夫妻画家。
2924,竹影,“马的确难画，竹有什么难画呢?照我们现在这种描法，岂不很容易又很好看吗?”
2925,竹影,“容易固然容易;但是这么‘依样画葫芦’，终究缺乏画意，不过好玩罢了。
2926,竹影,画竹不是照真竹一样描，须经过选择和布置，画家选择竹的最好看的姿态，巧妙地布置在纸上，然后成为竹的名画，这选择和布置很困难，并不比画马容易。
2927,竹影,画马的困难在于马本身上，画竹的困难在于竹叶的结合上，粗看竹画，好像只是墨笔的乱撇，其实竹叶的方向、疏密、浓淡、肥瘦，以及集合的形体，都要讲究。
2928,竹影,所以在中国画法上，竹是一专门部分。
2929,竹影,平生专门研究画竹的画家也有。
2931,竹影,“竹为什么不用绿颜料来画，而常用墨笔来画呢?用绿颜料撇竹叶，不更像吗?”
2932,竹影,“中国画不注重‘像不像’，不像西洋画那样画得同真物一样。
2933,竹影,凡画一物，只要能表现出像我们闭目回想时所见的一种神气，就是佳作了。
2934,竹影,所以西洋画像照相，中国画像符号。
2935,竹影,符号只要用墨笔就够了，原来墨是很好的一种颜料，它是红黄蓝三原色等量混合而成的。
2936,竹影,故墨画中看似只有一色，其实包罗三原色，即包罗世界上所有的颜色。
2937,竹影,故墨画在中国画中是很高贵的一种画法。
2938,竹影,故用墨来画竹，是最正当的。
2939,竹影,倘然用了绿颜料，就因为太像实物，反而失却神气。
2940,竹影,所以中国画家不喜欢用绿颜料画竹;反之，却喜欢用与绿相反的红色来画竹。
2941,竹影,这叫做‘朱竹’，是用笔蘸了朱砂来撇的。
2942,竹影,你想，世界上哪有红色的竹?但这时候画家所描的，实在已经不是竹，而是竹的一种美的姿势，一种活的神气，所以不妨用红色来描。
2944,竹影,爸爸说到这里，丢了手中的木炭，立起身来结束说：“中国画大都如此。
2945,竹影,我们对中国画应该都取这样的看法。
2947,竹影,月亮渐渐升高了，竹影渐渐与地上描着的木炭线相分离，现出参差不齐的样子来，好像脱了版的印刷。
2948,竹影,夜渐深了，华明就告辞。
2949,竹影,“明天白天来看这地上描着的影子，一定更好看。
2950,竹影,但希望天不要落雨，洗去了我们的 ‘墨竹’，大家明天会!”
2951,竹影,他说着就出去了。
2952,竹影,我们送他出门。
2953,竹影,我回到堂前，看见中堂挂着的立轴──吴昌硕描的墨竹，似觉更有意味。
2954,竹影,那些竹叶的方向、疏密、浓淡、肥瘦，以及集合的形体，似乎都有意义，表现着一种美的姿态，一种活的神气。
